,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
388,paramonga,27,PE,1587517076,72,-10.67,-77.83,71.71,8.93
389,dingle,86,PH,1587517076,73,11.0,122.67,83.34,9.64
390,vuktyl,100,RU,1587517076,96,63.86,57.31,29.59,3.89
391,okha,100,RU,1587516964,94,53.57,142.95,28.58,28.74
392,saint george,1,US,1587516989,52,37.1,-113.58,69.01,4.7
393,champerico,15,GT,1587517077,62,14.3,-91.92,85.69,8.86
394,jacareacanga,99,BR,1587517078,91,-6.22,-57.75,75.45,0.2
395,ambulu,27,ID,1587517078,75,-8.35,113.61,80.73,2.91
396,porto santo,40,PT,1587517078,58,33.07,-16.34,59.0,12.75
397,sola,40,VU,1587517079,75,-13.88,167.55,89.6,5.82
398,santarem,40,BR,1587517079,94,-2.44,-54.71,77.0,0.65
399,dubbo,0,AU,1587517080,49,-32.25,148.62,69.8,10.29
400,nantucket,90,US,1587517080,87,41.28,-70.1,44.6,10.29
401,richards bay,1,ZA,1587517081,87,-28.78,32.04,68.7,4.97
402,aberdeen,0,GB,1587517081,86,57.14,-2.1,37.4,1.12
403,abu dhabi,99,AE,1587516882,69,24.47,54.37,79.0,2.24
404,sitka,90,US,1587517081,76,57.05,-135.33,48.2,6.93
405,leshukonskoye,3,RU,1587517082,96,64.9,45.76,23.32,7.38
406,high level,75,CA,1587517082,72,58.52,-117.14,53.6,11.41
407,chernukha,100,RU,1587517082,91,55.6,43.76,36.97,20.49
408,san rafael,85,AR,1587517083,48,-34.62,-68.33,61.48,4.03
409,wawa,93,NG,1587517083,44,9.9,4.42,87.44,3.38
410,aklavik,90,CA,1587517083,66,68.22,-135.01,10.4,9.17
411,kawalu,56,ID,1587517083,78,-7.38,108.21,76.32,1.83
412,san cristobal,98,VE,1587517084,63,7.77,-72.22,69.62,1.36
413,metro,29,ID,1587517084,83,-5.11,105.31,78.33,1.45
414,egvekinot,0,RU,1587517084,87,66.32,-179.17,13.96,4.09
415,college,90,US,1587517084,70,64.86,-147.8,42.8,6.93
416,dauphin,89,CA,1587517085,65,51.15,-100.05,39.96,9.46
417,khed brahma,1,IN,1587517085,31,24.03,73.05,78.21,0.96
418,la spezia,100,IT,1587517086,49,44.11,9.84,60.01,7.0
419,shingu,75,JP,1587517086,50,33.73,135.98,55.4,18.34
420,dunedin,85,NZ,1587516908,73,-45.87,170.5,53.2,3.11
421,mizan teferi,43,ET,1587517087,54,6.98,35.58,62.78,3.18
422,aljezur,5,PT,1587517087,87,37.32,-8.8,55.99,15.73
423,aykhal,99,RU,1587517074,64,66.0,111.5,33.8,4.47
424,buala,80,SB,1587517088,72,-8.14,159.59,83.95,1.79
425,porto velho,20,BR,1587517088,94,-8.76,-63.9,77.0,1.36
426,hornepayne,99,CA,1587517089,87,49.21,-84.77,19.49,11.01
427,cheremisinovo,39,RU,1587517089,77,51.89,37.26,36.14,12.82
428,comodoro rivadavia,0,AR,1587516932,66,-45.87,-67.5,48.2,3.36
429,valdivia,76,CL,1587517090,72,-39.81,-73.25,50.94,4.18
430,mackay,40,AU,1587517090,69,-21.15,149.2,82.99,11.41
431,vallenar,3,CL,1587517091,60,-28.57,-70.76,60.98,0.76
432,indianola,20,US,1587517021,54,41.36,-93.56,62.6,8.05
433,esperance,58,AU,1587517092,77,-33.87,121.9,59.0,6.93
434,caravelas,44,BR,1587517092,81,-17.71,-39.25,76.68,10.69
435,yeppoon,20,AU,1587517092,65,-23.13,150.73,80.6,6.93
436,matiari,100,PK,1587517093,61,25.6,68.45,78.8,6.93
437,mayo,1,US,1587517093,37,38.89,-76.51,54.0,19.46
438,vermillion,1,US,1587517093,46,42.78,-96.93,71.6,5.82
439,sisimiut,39,GL,1587517094,82,66.94,-53.67,31.19,9.53
440,santa fe,43,AR,1587516897,73,-31.63,-60.7,75.0,3.0
441,sorong,64,ID,1587517094,74,-0.88,131.25,83.88,3.18
442,verkhnyaya inta,37,RU,1587517094,94,65.98,60.31,25.39,6.46
443,bambanglipuro,21,ID,1587517095,82,-7.95,110.28,80.01,5.39
444,sept-iles,90,CA,1587517095,50,50.2,-66.38,30.2,4.7
445,castlebar,85,IE,1587517095,69,53.85,-9.3,51.01,5.41
446,visby,31,SE,1587517095,68,57.64,18.3,32.0,1.63
447,whitehorse,75,CA,1587517096,37,60.72,-135.05,51.8,10.29
448,bo rai,52,TH,1587517096,86,12.57,102.54,80.8,1.32
449,farmington,90,US,1587516917,53,36.73,-108.22,51.8,27.51
450,chumphon,88,TH,1587517096,94,10.33,98.83,77.0,1.12
451,lavrentiya,4,RU,1587517097,90,65.58,-171.0,16.43,5.26
452,north bend,1,US,1587517097,71,43.41,-124.22,55.99,5.82
453,zhigansk,100,RU,1587517097,97,66.77,123.37,25.32,10.29
454,regeneracao,100,BR,1587517098,91,-6.24,-42.69,73.63,2.35
455,miragoane,27,HT,1587517098,73,18.44,-73.09,81.54,4.27
456,sechura,13,PE,1587517098,69,-5.56,-80.82,74.1,15.12
457,kandrian,99,PG,1587517098,85,-6.22,149.55,80.69,9.31
458,oshikango,0,NA,1587517099,68,-17.4,15.88,64.4,4.7
459,tema,75,GH,1587517099,88,5.67,-0.02,82.4,12.75
460,bekovo,100,RU,1587517099,90,52.47,43.71,36.46,17.92
461,bireun,95,ID,1587517100,74,5.2,96.7,80.71,3.2
462,taksimo,20,RU,1587517100,71,56.34,114.88,29.75,3.94
463,vao,7,NC,1587517100,81,-22.67,167.48,75.72,14.94
464,wuwei,93,CN,1587517101,24,37.93,102.64,42.76,3.91
465,port lincoln,1,AU,1587517101,68,-34.73,135.87,62.94,6.17
466,hami,23,CN,1587517101,20,42.8,93.45,59.43,6.89
467,saskylakh,98,RU,1587517103,97,71.92,114.08,25.52,1.57
468,halifax,75,CA,1587517063,64,44.65,-63.57,36.0,10.29
469,tambacounda,1,SN,1587517104,14,13.75,-13.76,88.59,6.33
470,saint-denis,78,FR,1587517104,44,48.92,2.33,61.0,6.93
471,stornoway,21,GB,1587517105,70,58.21,-6.39,48.2,8.05
472,aginskoye,0,RU,1587517105,57,51.1,114.53,30.85,12.48
473,ust-koksa,6,RU,1587517105,37,50.27,85.61,45.36,3.94
474,poum,21,NC,1587517105,76,-20.23,164.02,78.06,11.77
475,waipawa,12,NZ,1587517106,63,-41.41,175.52,64.4,19.46
476,yulara,75,AU,1587517106,20,-25.24,130.99,82.4,9.17
477,wagar,0,SD,1587517106,38,16.15,36.2,71.49,9.06
478,marsa matruh,0,EG,1587517107,64,31.35,27.25,66.88,20.18
479,along,100,IN,1587517107,70,28.17,94.77,64.72,1.19
480,zyryanka,1,RU,1587517107,92,65.75,150.85,21.58,7.96
481,marolambo,80,MG,1587517107,81,-20.05,48.12,63.1,2.57
482,yerbogachen,96,RU,1587517108,76,61.28,108.01,34.99,8.03
483,lerik,97,AZ,1587517108,62,38.77,48.41,44.15,1.99
484,faya,15,SA,1587517108,93,18.39,42.45,55.4,3.36
485,oranjemund,85,NA,1587516905,81,-28.55,16.43,57.7,15.1
486,pangody,100,RU,1587517109,93,65.85,74.49,32.83,15.7
487,fortuna,20,US,1587517109,71,40.6,-124.16,59.0,13.87
488,tiarei,76,PF,1587517109,66,-17.53,-149.33,84.2,10.29
489,grindavik,75,IS,1587517109,93,63.84,-22.43,37.4,10.29
490,jimma,44,ET,1587517110,47,7.67,36.83,59.07,1.21
491,bosansko grahovo,54,BA,1587517110,45,44.18,16.36,57.99,1.99
492,zhangye,55,CN,1587517110,21,38.93,100.45,47.7,2.82
493,virginia beach,75,US,1587517091,93,36.85,-75.98,66.99,4.7
494,marondera,0,ZW,1587517111,61,-18.19,31.55,50.4,6.31
495,walvis bay,33,NA,1587517111,72,-22.96,14.51,66.2,5.82
496,harrisburg,45,US,1587516861,50,40.27,-76.88,43.0,4.0
497,fairbanks,90,US,1587517006,86,64.84,-147.72,42.8,3.36
498,correntina,19,BR,1587517113,78,-13.34,-44.64,70.41,3.58
499,lodja,99,CD,1587516904,85,-3.48,23.43,69.82,1.92
500,maputo,20,MZ,1587516836,94,-25.97,32.59,69.8,6.93
501,husavik,90,IS,1587517113,61,66.04,-17.34,48.2,17.22
502,saint augustine,1,US,1587516836,64,29.89,-81.31,73.99,4.7
503,moyale,100,KE,1587517114,64,3.52,39.06,67.48,4.99
504,kununurra,1,AU,1587517114,59,-15.77,128.73,89.6,3.36
505,orocue,81,CO,1587517114,46,4.79,-71.34,87.82,1.43
506,monrovia,40,LR,1587516951,94,6.3,-10.8,77.0,9.15
507,novobohdanivka,14,UA,1587517116,70,47.08,35.33,39.7,6.98
508,kendari,36,ID,1587517116,80,-3.94,122.5,82.99,2.1
509,gladstone,40,AU,1587517116,58,-23.85,151.25,82.4,3.36
510,devils lake,1,US,1587517117,70,48.11,-98.87,42.8,14.99
511,nanortalik,64,GL,1587517117,78,60.14,-45.24,37.67,10.65
512,dalnerechensk,100,RU,1587517118,94,45.93,133.72,30.97,14.25
513,san quintin,0,MX,1587517118,72,30.48,-115.95,62.94,21.45
514,galesong,20,ID,1587517119,83,-5.32,119.37,80.6,3.36
515,talaya,83,RU,1587517119,82,61.38,152.75,9.05,1.01
516,teahupoo,63,PF,1587517120,66,-17.83,-149.27,84.2,10.29
517,sangar,92,RU,1587517120,91,63.92,127.47,25.79,4.47
518,chimoio,20,MZ,1587517120,100,-19.12,33.48,64.4,3.8
519,plesetsk,42,RU,1587517120,94,62.71,40.29,26.67,11.36
520,turki,99,RU,1587517121,83,51.99,43.27,39.09,21.16
521,bima,50,ID,1587517121,81,-8.47,118.72,82.51,4.14
522,colac,80,AU,1587517122,84,-38.33,143.58,55.0,6.69
523,huarmey,19,PE,1587517122,73,-10.07,-78.15,71.65,6.89
524,bailieborough,56,IE,1587517123,82,53.92,-6.97,43.14,8.81
525,hailar,17,CN,1587516899,82,49.2,119.7,23.49,18.32
526,totness,73,SR,1587517123,83,5.88,-56.32,78.94,12.19
527,malanville,59,BJ,1587517124,35,11.87,3.39,89.76,4.97
528,cairns,75,AU,1587516858,70,-16.92,145.77,84.2,11.41
529,oum hadjer,35,TD,1587517124,13,13.3,19.7,80.15,5.79
530,merrill,1,US,1587517124,27,45.18,-89.68,39.2,3.36
531,yumen,7,CN,1587517125,21,40.28,97.2,46.31,7.09
532,conceicao da barra,31,BR,1587517125,83,-18.59,-39.73,75.36,10.47
533,stokmarknes,79,NO,1587517125,90,68.56,14.91,37.99,6.08
534,malegaon,28,IN,1587517126,32,20.55,74.53,78.6,7.36
535,roswell,1,US,1587517035,30,34.02,-84.36,69.8,10.29
536,bilibino,85,RU,1587517126,85,68.05,166.44,11.32,1.16
537,horsham,70,GB,1587517126,76,51.06,-0.33,48.99,6.93
538,songea,60,TZ,1587517127,73,-10.68,35.65,60.78,1.21
539,gimli,98,CA,1587517127,73,50.63,-96.99,35.01,5.99
540,narasaraopet,11,IN,1587517128,92,16.25,80.07,75.6,4.81
541,nampula,23,MZ,1587517128,88,-15.12,39.27,65.61,4.5
542,adre,12,TD,1587517129,12,13.47,22.2,75.4,8.39
543,clearwater,1,US,1587517129,68,27.97,-82.8,73.99,8.05
544,sursee,70,CH,1587517130,87,47.17,8.1,51.01,2.66
545,turayf,23,SA,1587517130,49,31.67,38.66,69.8,4.7
546,qaqortoq,73,GL,1587517130,34,60.72,-46.03,50.0,42.5
547,port hardy,90,CA,1587517113,58,50.7,-127.42,55.4,3.36
548,linjiang,100,CN,1587517131,71,41.81,126.91,33.85,8.68
549,mahebourg,12,MU,1587517132,77,-20.41,57.7,75.0,5.99
550,bathurst,0,AU,1587517132,67,-33.42,149.58,64.0,11.41
551,lages,0,BR,1587516973,62,-27.82,-50.33,55.06,2.44
552,praya,20,CV,1587517133,73,14.92,-23.51,71.6,12.75
